cat,cat_lab,count,percentage,measure,n_responses,site,year_group_lab,gender_lab,fsm_lab,sen_lab,group,measure_lab
"[0, 1, nan]","['No', 'Yes', 'No response']","[64, 65, 13]","[45.07042253521127, 45.774647887323944, 9.15492957746479]",places_barriers___7,142.0,Northern Devon,All,Boy,All,All,places,"
I feel uncomfortable/anxious about other people who might be there"
"[0, 1, nan]","['No', 'Yes', 'No response']","[70, 59, 13]","[49.29577464788733, 41.54929577464789, 9.15492957746479]",places_barriers___8,142.0,Northern Devon,All,Boy,All,All,places,"
My parents/carers don't allow me to go"
"[0, 1, nan]","['No', 'Yes', 'No response']","[58, 71, 13]","[40.845070422535215, 50.0, 9.15492957746479]",places_barriers___9,142.0,Northern Devon,All,Boy,All,All,places,"
Other"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[26, 33, 21, 19, 28, 15]","[18.30985915492958, 23.239436619718308, 14.788732394366196, 13.380281690140844, 19.718309859154928, 10.56338028169014]",school_belong,142.0,Northern Devon,All,Boy,All,All,school_belong,"
I feel that I belong/belonged at my school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[27, 26, 32, 16, 39, 2]","[19.014084507042252, 18.30985915492958, 22.535211267605636, 11.267605633802818, 27.464788732394368, 1.4084507042253522]",staff_interest,142.0,Northern Devon,All,Boy,All,All,staff_relationship,"
At school there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[25, 34, 31, 18, 32, 2]","[17.6056338028169, 23.943661971830984, 21.830985915492956, 12.676056338028168, 22.535211267605636, 1.4084507042253522]",staff_believe,142.0,Northern Devon,All,Boy,All,All,staff_relationship,"
At school there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[26, 35, 17, 26, 22, 16]","[18.30985915492958, 24.647887323943664, 11.971830985915492, 18.30985915492958, 15.492957746478872, 11.267605633802818]",staff_best,142.0,Northern Devon,All,Boy,All,All,staff_relationship,"
At school there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[28, 21, 29, 29, 30, 5]","[19.718309859154928, 14.788732394366196, 20.422535211267608, 20.422535211267608, 21.12676056338028, 3.5211267605633805]",staff_listen,142.0,Northern Devon,All,Boy,All,All,staff_relationship,"
At school there is an adult who... listens to me when I have something to
say"
"[0, 1, nan]","['No', 'Yes', 'No response']","[59, 73, 10]","[41.54929577464789, 51.40845070422535, 7.042253521126761]",staff_talk,142.0,Northern Devon,All,Boy,All,All,talk,"
Talked about feeling down with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[27, 14, 14, 15, 3]","[36.986301369863014, 19.17808219178082, 19.17808219178082, 20.54794520547945, 4.10958904109589]",staff_talk_listen,73.0,Northern Devon,All,Boy,All,All,talk,"
Did you feel listened to when you spoke with... an adult at school"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[20, 30, 23, 0]","[27.397260273972602, 41.0958904109589, 31.506849315068493, 0.0]",staff_talk_helpful,73.0,Northern Devon,All,Boy,All,All,talk,"
Did you receive advice that you found helpful from... an adult at school"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[8, 17, 9, 23, 2]","[13.559322033898304, 28.8135593220339, 15.254237288135593, 38.983050847457626, 3.389830508474576]",staff_talk_if,59.0,Northern Devon,All,Boy,All,All,talk,"
How would you feel about speaking with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[34, 41, 35, 30, 2]","[23.943661971830984, 28.87323943661972, 24.647887323943664, 21.12676056338028, 1.4084507042253522]",accept_staff,142.0,Northern Devon,All,Boy,All,All,accept,"
Adults at your school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[21, 23, 31, 34, 25, 8]","[14.788732394366196, 16.19718309859155, 21.830985915492956, 23.943661971830984, 17.6056338028169, 5.633802816901409]",home_interest,142.0,Northern Devon,All,Boy,All,All,home_relationship,"
At home there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[28, 27, 27, 24, 28, 8]","[19.718309859154928, 19.014084507042252, 19.014084507042252, 16.901408450704224, 19.718309859154928, 5.633802816901409]",home_believe,142.0,Northern Devon,All,Boy,All,All,home_relationship,"
At home there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[23, 20, 29, 32, 27, 11]","[16.19718309859155, 14.084507042253522, 20.422535211267608, 22.535211267605636, 19.014084507042252, 7.746478873239436]",home_best,142.0,Northern Devon,All,Boy,All,All,home_relationship,"
At home there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[24, 33, 18, 34, 21, 12]","[16.901408450704224, 23.239436619718308, 12.676056338028168, 23.943661971830984, 14.788732394366196, 8.450704225352112]",home_listen,142.0,Northern Devon,All,Boy,All,All,home_relationship,"
At home there is an adult who... listens to me when I have something to say"
"[0, 1, nan]","['No', 'Yes', 'No response']","[59, 71, 12]","[41.54929577464789, 50.0, 8.450704225352112]",home_talk,142.0,Northern Devon,All,Boy,All,All,talk,"
Talked about feeling down with... one of your parents/carers"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[17, 11, 23, 17, 3]","[23.943661971830984, 15.492957746478872, 32.3943661971831, 23.943661971830984, 4.225352112676056]",home_talk_listen,71.0,Northern Devon,All,Boy,All,All,talk,"
Did you feel listened to when you spoke with... one of your parents/carers"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[22, 12, 30, 7]","[30.985915492957744, 16.901408450704224, 42.25352112676056, 9.859154929577464]",home_talk_helpful,71.0,Northern Devon,All,Boy,All,All,talk,"
Did you receive advice that you found helpful from... one of your
parents/carers"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[11, 10, 18, 15, 5]","[18.64406779661017, 16.94915254237288, 30.508474576271187, 25.423728813559322, 8.47457627118644]",home_talk_if,59.0,Northern Devon,All,Boy,All,All,talk,"
How would you feel about speaking with... one of your parents/carers"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[28, 47, 33, 27, 7]","[19.718309859154928, 33.098591549295776, 23.239436619718308, 19.014084507042252, 4.929577464788732]",accept_home,142.0,Northern Devon,All,Boy,All,All,accept,"
Your parents/carers"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, nan]","['0 - Very unhappy', '1', '2', '3', '4', '5 - Not happy or unhappy', '6', '7', '8', '9', '10 - Very happy', 'No response']","[13, 6, 16, 15, 14, 8, 12, 12, 10, 14, 7, 15]","[9.15492957746479, 4.225352112676056, 11.267605633802818, 10.56338028169014, 9.859154929577464, 5.633802816901409, 8.450704225352112, 8.450704225352112, 7.042253521126761, 9.859154929577464, 4.929577464788732, 10.56338028169014]",home_happy,142.0,Northern Devon,All,Boy,All,All,home_happy,"
How happy are you with the home that you live in?"
"[1, 2, 3, 4, 5, nan]","['Very safe', 'Fairly safe', 'Fairly unsafe', 'Very unsafe', ""Don't know"", 'No response']","[24, 18, 24, 26, 30, 20]","[16.901408450704224, 12.676056338028168, 16.901408450704224, 18.30985915492958, 21.12676056338028, 14.084507042253522]",local_safe,142.0,Northern Devon,All,Boy,All,All,local_env,"
How safe do you feel when in your local area?"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'No response']","[28, 21, 25, 24, 31, 13]","[19.718309859154928, 14.788732394366196, 17.6056338028169, 16.901408450704224, 21.830985915492956, 9.15492957746479]",local_support,142.0,Northern Devon,All,Boy,All,All,local_env,"
People around here support each other with their wellbeing"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'No response']","[34, 22, 26, 35, 25, 0]","[23.943661971830984, 15.492957746478872, 18.30985915492958, 24.647887323943664, 17.6056338028169, 0.0]",local_trust,142.0,Northern Devon,All,Boy,All,All,local_env,"
You can trust people around here"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'No response']","[24, 22, 32, 26, 24, 14]","[16.901408450704224, 15.492957746478872, 22.535211267605636, 18.30985915492958, 16.901408450704224, 9.859154929577464]",local_neighbours,142.0,Northern Devon,All,Boy,All,All,local_env,"
I could ask for help or a favour from neighbours"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', 'No response']","[28, 22, 30, 27, 20, 15]","[19.718309859154928, 15.492957746478872, 21.12676056338028, 19.014084507042252, 14.084507042253522, 10.56338028169014]",local_places,142.0,Northern Devon,All,Boy,All,All,local_env,"
There are good places to spend your free time (e.g., leisure centres, parks,
shops)"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[26, 26, 29, 17, 42, 2]","[18.30985915492958, 18.30985915492958, 20.422535211267608, 11.971830985915492, 29.577464788732392, 1.4084507042253522]",discrim_race,142.0,Northern Devon,All,Boy,All,All,discrim,"
How often do people make you feel bad because of... your race, skin colour or
where you were born?"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[26, 27, 24, 25, 30, 10]","[18.30985915492958, 19.014084507042252, 16.901408450704224, 17.6056338028169, 21.12676056338028, 7.042253521126761]",discrim_gender,142.0,Northern Devon,All,Boy,All,All,discrim,"
How often do people make you feel bad because of... your gender?"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[28, 21, 28, 27, 19, 19]","[19.718309859154928, 14.788732394366196, 19.718309859154928, 19.014084507042252, 13.380281690140844, 13.380281690140844]",discrim_orientation,142.0,Northern Devon,All,Boy,All,All,discrim,"
How often do people make you feel bad because of... your sexual
orientation?"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[37, 30, 26, 26, 18, 5]","[26.056338028169012, 21.12676056338028, 18.30985915492958, 18.30985915492958, 12.676056338028168, 3.5211267605633805]",discrim_disability,142.0,Northern Devon,All,Boy,All,All,discrim,"
How often do people make you feel bad because of... disability?"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[26, 30, 36, 19, 27, 4]","[18.30985915492958, 21.12676056338028, 25.352112676056336, 13.380281690140844, 19.014084507042252, 2.8169014084507045]",discrim_faith,142.0,Northern Devon,All,Boy,All,All,discrim,"
How often do people make you feel bad because of... your religion/faith?"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[31, 26, 47, 25, 13]","[21.830985915492956, 18.30985915492958, 33.098591549295776, 17.6056338028169, 9.15492957746479]",belong_local,142.0,Northern Devon,All,Boy,All,All,belong_local,"
I feel like I belong in my local area"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[27, 29, 34, 40, 12]","[19.014084507042252, 20.422535211267608, 23.943661971830984, 28.169014084507044, 8.450704225352112]",accept_local,142.0,Northern Devon,All,Boy,All,All,accept,"
People in your local area"
"[1, 2, 3, 4, nan]","['Richer', 'Poorer', 'About the same', ""Don't know"", 'No response']","[31, 27, 42, 38, 4]","[21.830985915492956, 19.014084507042252, 29.577464788732392, 26.76056338028169, 2.8169014084507045]",wealth,142.0,Northern Devon,All,Boy,All,All,wealth,"
Compared to your friends, is your family richer, poorer or about the same?"
"[1, 2, 3, 4, nan]","['Not many', 'Quite a few', 'A lot', 'Unsure', 'No response']","[28, 25, 30, 39, 20]","[19.718309859154928, 17.6056338028169, 21.12676056338028, 27.464788732394368, 14.084507042253522]",future_options,142.0,Northern Devon,All,Boy,All,All,future,"
How many options are available?"
"[1, 2, 3, 4, 5, nan]","['Not interested', 'A little interested', 'Quite interested', 'Very interested', 'Unsure', 'No response']","[23, 32, 28, 24, 20, 15]","[16.19718309859155, 22.535211267605636, 19.718309859154928, 16.901408450704224, 14.084507042253522, 10.56338028169014]",future_interest,142.0,Northern Devon,All,Boy,All,All,future,"
How do you feel about the options available?"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Unsure', 'No response']","[24, 28, 29, 29, 26, 6]","[16.901408450704224, 19.718309859154928, 20.422535211267608, 20.422535211267608, 18.30985915492958, 4.225352112676056]",future_support,142.0,Northern Devon,All,Boy,All,All,future,"
Do you feel (or think you would feel) supported to explore options that
interest you, even if no-one else around you has done them before?"
"[1, 2, 3, 4, nan]","['Often', 'Sometimes', 'Rarely', 'Never', 'No response']","[34, 31, 46, 26, 5]","[23.943661971830984, 21.830985915492956, 32.3943661971831, 18.30985915492958, 3.5211267605633805]",climate,142.0,Northern Devon,All,Boy,All,All,climate,"
How often do you worry about the impact of climate change on your future?"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[30, 25, 27, 23, 23, 14]","[21.12676056338028, 17.6056338028169, 19.014084507042252, 16.19718309859155, 16.19718309859155, 9.859154929577464]",social_along,142.0,Northern Devon,All,Boy,All,All,social,"
I get along with people around me"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[32, 21, 27, 19, 35, 8]","[22.535211267605636, 14.788732394366196, 19.014084507042252, 13.380281690140844, 24.647887323943664, 5.633802816901409]",social_time,142.0,Northern Devon,All,Boy,All,All,social,"
People like to spend time with me"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[27, 29, 23, 27, 18, 18]","[19.014084507042252, 20.422535211267608, 16.19718309859155, 19.014084507042252, 12.676056338028168, 12.676056338028168]",social_support,142.0,Northern Devon,All,Boy,All,All,social,"
I feel supported by my friends"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[37, 20, 23, 27, 15, 20]","[26.056338028169012, 14.084507042253522, 16.19718309859155, 19.014084507042252, 10.56338028169014, 14.084507042253522]",social_hard,142.0,Northern Devon,All,Boy,All,All,social,"
My friends care about me when times are hard (for example if I am sick or have
done something wrong)"
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[44, 40, 23, 35, 0]","[30.985915492957744, 28.169014084507044, 16.19718309859155, 24.647887323943664, 0.0]",bully_physical,142.0,Northern Devon,All,Boy,All,All,bully,"
How often do you get physically bullied at school? By this we mean getting hit,
pushed around, threatened, or having belongings stolen."
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[29, 40, 41, 27, 5]","[20.422535211267608, 28.169014084507044, 28.87323943661972, 19.014084507042252, 3.5211267605633805]",bully_other,142.0,Northern Devon,All,Boy,All,All,bully,"
How often do you get bullied in other ways at school? By this we mean insults,
slurs, name calling, threats, getting left out or excluded by others, or having
rumours spread about you on purpose."
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[28, 38, 49, 26, 1]","[19.718309859154928, 26.76056338028169, 34.50704225352113, 18.30985915492958, 0.7042253521126761]",bully_cyber,142.0,Northern Devon,All,Boy,All,All,bully,"
How often do you get cyber-bullied? By this we mean someone sending mean text
or online messages about you, creating a website making fun of you, posting
pictures that make you look bad online, or sharing them with others."
"[0, 1, nan]","['No', 'Yes', 'No response']","[70, 66, 6]","[49.29577464788733, 46.478873239436616, 4.225352112676056]",peer_talk,142.0,Northern Devon,All,Boy,All,All,talk,"
Talked about feeling down with... another person your age"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[9, 16, 19, 14, 8]","[13.636363636363635, 24.242424242424242, 28.78787878787879, 21.21212121212121, 12.121212121212121]",peer_talk_listen,66.0,Northern Devon,All,Boy,All,All,talk,"
Did you feel listened to when you spoke with... another person your age"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[26, 24, 15, 1]","[39.39393939393939, 36.36363636363637, 22.727272727272727, 1.5151515151515151]",peer_talk_helpful,66.0,Northern Devon,All,Boy,All,All,talk,"
Did you receive advice that you found helpful from... another person your
age"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[13, 14, 24, 18, 1]","[18.571428571428573, 20.0, 34.285714285714285, 25.71428571428571, 1.4285714285714286]",peer_talk_if,70.0,Northern Devon,All,Boy,All,All,talk,"
How would you feel about speaking with... another person your age"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[31, 40, 27, 38, 6]","[21.830985915492956, 28.169014084507044, 19.014084507042252, 26.76056338028169, 4.225352112676056]",accept_peer,142.0,Northern Devon,All,Boy,All,All,accept,"
Other people your age"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[69, 56, 71, 73, 66, 44]","[18.20580474934037, 14.775725593667547, 18.733509234828496, 19.261213720316622, 17.41424802110818, 11.609498680738787]",autonomy_pressure,379.0,Northern Devon,All,All,FSM,All,autonomy,"
I feel pressured in my life"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[75, 79, 61, 81, 77, 6]","[19.788918205804748, 20.844327176781004, 16.094986807387862, 21.372031662269126, 20.316622691292878, 1.58311345646438]",autonomy_express,379.0,Northern Devon,All,All,FSM,All,autonomy,"
I generally feel free to express my ideas and opinions"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[69, 65, 58, 65, 78, 44]","[18.20580474934037, 17.150395778364118, 15.303430079155673, 17.150395778364118, 20.58047493403694, 11.609498680738787]",autonomy_decide,379.0,Northern Devon,All,All,FSM,All,autonomy,"
I feel like I am free to decide for myself how to live my life"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[78, 76, 63, 60, 67, 35]","[20.58047493403694, 20.052770448548813, 16.62269129287599, 15.8311345646438, 17.678100263852244, 9.234828496042216]",autonomy_told,379.0,Northern Devon,All,All,FSM,All,autonomy,"
In my daily life I often have to do what I am told"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[62, 63, 73, 71, 85, 25]","[16.358839050131927, 16.62269129287599, 19.261213720316622, 18.733509234828496, 22.427440633245382, 6.596306068601583]",autonomy_myself,379.0,Northern Devon,All,All,FSM,All,autonomy,"
I feel I can pretty much be myself in daily situations"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[68, 93, 73, 68, 71, 6]","[17.941952506596305, 24.538258575197887, 19.261213720316622, 17.941952506596305, 18.733509234828496, 1.58311345646438]",autonomy_choice,379.0,Northern Devon,All,All,FSM,All,autonomy,"
I have enough choice about how I spend my time"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, nan]","['0 - not at all', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10 - completely', 'No response']","[21, 43, 26, 33, 41, 37, 27, 25, 27, 37, 32, 30]","[5.540897097625329, 11.345646437994723, 6.860158311345646, 8.70712401055409, 10.817941952506596, 9.762532981530343, 7.12401055408971, 6.596306068601583, 7.12401055408971, 9.762532981530343, 8.443271767810026, 7.9155672823219]",life_satisfaction,379.0,Northern Devon,All,All,FSM,All,life_satisfaction,"
Overall, how satisfied are you with your life nowadays?"
"[1, 2, 3, 4, 5, nan]","['Almost never', 'Sometimes', 'Often', 'Very often', 'Always', 'No response']","[63, 58, 72, 67, 92, 27]","[16.62269129287599, 15.303430079155673, 18.997361477572557, 17.678100263852244, 24.274406332453825, 7.12401055408971]",optimism_future,379.0,Northern Devon,All,All,FSM,All,optimism,"
I am optimistic about my future"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[70, 82, 80, 75, 71, 1]","[18.46965699208443, 21.63588390501319, 21.108179419525065, 19.788918205804748, 18.733509234828496, 0.2638522427440633]",optimism_best,379.0,Northern Devon,All,All,FSM,All,optimism,"
In uncertain times, I expect the best"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[84, 75, 71, 74, 75, 0]","[22.163588390501317, 19.788918205804748, 18.733509234828496, 19.525065963060687, 19.788918205804748, 0.0]",optimism_good,379.0,Northern Devon,All,All,FSM,All,optimism,"
I think good things are going to happen to me"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[78, 70, 73, 75, 79, 4]","[20.58047493403694, 18.46965699208443, 19.261213720316622, 19.788918205804748, 20.844327176781004, 1.0554089709762533]",optimism_work,379.0,Northern Devon,All,All,FSM,All,optimism,"
I believe that things will work out, no matter how difficult they seem"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[77, 70, 74, 65, 75, 18]","[20.316622691292878, 18.46965699208443, 19.525065963060687, 17.150395778364118, 19.788918205804748, 4.749340369393139]",wellbeing_optimistic,379.0,Northern Devon,All,All,FSM,All,wellbeing,"
I've been feeling optimistic about the future"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[86, 59, 67, 74, 76, 17]","[22.691292875989447, 15.567282321899736, 17.678100263852244, 19.525065963060687, 20.052770448548813, 4.485488126649076]",wellbeing_useful,379.0,Northern Devon,All,All,FSM,All,wellbeing,"
I've been feeling useful"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[84, 73, 67, 56, 67, 32]","[22.163588390501317, 19.261213720316622, 17.678100263852244, 14.775725593667547, 17.678100263852244, 8.443271767810026]",wellbeing_relaxed,379.0,Northern Devon,All,All,FSM,All,wellbeing,"
I've been feeling relaxed"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[77, 51, 65, 83, 66, 37]","[20.316622691292878, 13.456464379947231, 17.150395778364118, 21.899736147757256, 17.41424802110818, 9.762532981530343]",wellbeing_problems,379.0,Northern Devon,All,All,FSM,All,wellbeing,"
I've been dealing with problems well"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[71, 68, 95, 74, 71, 0]","[18.733509234828496, 17.941952506596305, 25.065963060686013, 19.525065963060687, 18.733509234828496, 0.0]",wellbeing_thinking,379.0,Northern Devon,All,All,FSM,All,wellbeing,"
I've been thinking clearly"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[69, 63, 65, 67, 80, 35]","[18.20580474934037, 16.62269129287599, 17.150395778364118, 17.678100263852244, 21.108179419525065, 9.234828496042216]",wellbeing_close,379.0,Northern Devon,All,All,FSM,All,wellbeing,"
I've been feeling close to other people"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[84, 68, 67, 62, 84, 14]","[22.163588390501317, 17.941952506596305, 17.678100263852244, 16.358839050131927, 22.163588390501317, 3.6939313984168867]",wellbeing_mind,379.0,Northern Devon,All,All,FSM,All,wellbeing,"
I've been able to make up my own mind about things"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[75, 86, 84, 85, 49]","[19.788918205804748, 22.691292875989447, 22.163588390501317, 22.427440633245382, 12.928759894459102]",esteem_satisfied,379.0,Northern Devon,All,All,FSM,All,esteem,"
On the whole, I am satisfied with myself"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[86, 87, 86, 78, 42]","[22.691292875989447, 22.95514511873351, 22.691292875989447, 20.58047493403694, 11.081794195250659]",esteem_qualities,379.0,Northern Devon,All,All,FSM,All,esteem,"
I feel that I have a number of good qualities"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[96, 88, 80, 78, 37]","[25.32981530343008, 23.218997361477573, 21.108179419525065, 20.58047493403694, 9.762532981530343]",esteem_well,379.0,Northern Devon,All,All,FSM,All,esteem,"
I am able to do things as well as most other people"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[74, 89, 104, 79, 33]","[19.525065963060687, 23.482849604221638, 27.440633245382585, 20.844327176781004, 8.70712401055409]",esteem_value,379.0,Northern Devon,All,All,FSM,All,esteem,"
I am a person of value"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[95, 91, 85, 86, 22]","[25.065963060686013, 24.010554089709764, 22.427440633245382, 22.691292875989447, 5.804749340369393]",esteem_good,379.0,Northern Devon,All,All,FSM,All,esteem,"
I feel good about myself"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[60, 77, 79, 79, 72, 12]","[15.8311345646438, 20.316622691292878, 20.844327176781004, 20.844327176781004, 18.997361477572557, 3.16622691292876]",stress_control,379.0,Northern Devon,All,All,FSM,All,stress,"
Felt you were unable to control the important things in your life"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[59, 80, 79, 66, 70, 25]","[15.567282321899736, 21.108179419525065, 20.844327176781004, 17.41424802110818, 18.46965699208443, 6.596306068601583]",stress_overcome,379.0,Northern Devon,All,All,FSM,All,stress,"
Felt that difficulties were piling up so high that you could not overcome
them"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[82, 65, 68, 61, 69, 34]","[21.63588390501319, 17.150395778364118, 17.941952506596305, 16.094986807387862, 18.20580474934037, 8.970976253298153]",stress_confident,379.0,Northern Devon,All,All,FSM,All,stress,"
Felt confident about your ability to handle your personal problems"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[66, 83, 73, 79, 64, 14]","[17.41424802110818, 21.899736147757256, 19.261213720316622, 20.844327176781004, 16.886543535620053, 3.6939313984168867]",stress_way,379.0,Northern Devon,All,All,FSM,All,stress,"
Felt that things were going your way"
