variable,mean,count,msoa,total_pupils,group_n,group_wt_mean,group_wt_std,lower,upper,rag,variable_lab,description
talk_score,7.445652173913044,23.0,North Devon 010,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,9.424242424242424,33.0,North Devon 010,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,below,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,3.0,35.0,North Devon 010,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,11.735294117647058,34.0,North Devon 010,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,average,Support from staff,"
The support received from adults at school"
home_relationship_score,11.96551724137931,29.0,North Devon 010,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,average,Support from parents/carers,"
The support received from adults at home"
home_happy_score,3.6,35.0,North Devon 010,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,below,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,14.6,20.0,North Devon 010,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,average,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0,40.0,North Devon 010,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.138888888888889,36.0,North Devon 010,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,below,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.34615384615384615,26.0,North Devon 010,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,8.25,14.0,North Devon 010,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,above,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.3421052631578947,38.0,North Devon 010,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,average,Climate change,"
Worries regarding climate change"
social_score,12.214285714285714,28.0,North Devon 010,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.75,36.0,North Devon 010,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,average,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,17.2,20.0,North Devon 011,426.0,20.0,17.85211267605634,0.7240076318941591,17.12810504416218,18.5761203079505,average,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,4.464285714285714,28.0,North Devon 011,617.0,20.0,4.946515397082658,0.47982855277608544,4.466686844306572,5.426343949858744,below,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,12.166666666666666,30.0,North Devon 011,622.0,20.0,12.069131832797428,0.44645863215727216,11.622673200640156,12.5155904649547,average,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,21.82608695652174,23.0,North Devon 011,466.0,20.0,21.006437768240342,0.939871527800999,20.066566240439343,21.946309296041342,average,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,13.6,20.0,North Devon 011,391.0,19.0,12.741687979539641,0.5879381239360536,12.153749855603587,13.329626103475695,above,Self-esteem,"
How much young people value themselves"
stress_score,7.592592592592593,27.0,North Devon 011,539.0,20.0,7.836734693877551,0.5523650392820009,7.28436965459555,8.389099733159552,average,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,4.333333333333333,30.0,North Devon 011,622.0,20.0,4.963022508038585,0.5967010225969469,4.366321485441638,5.559723530635532,below,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,9.5625,16.0,North Devon 011,385.0,20.0,9.774025974025975,0.5763487880119827,9.197677186013992,10.350374762037957,average,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,3.1176470588235294,34.0,North Devon 011,669.0,20.0,3.0642750373692076,0.30486940665176476,2.759405630717443,3.3691444440209724,average,Loneliness,"
How often young people feel lonely"
support_score,4.46875,32.0,North Devon 011,622.0,20.0,4.863344051446945,0.2824933524489921,4.580850698997953,5.145837403895937,below,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.4411764705882353,34.0,North Devon 011,644.0,20.0,0.4953416149068323,0.09882037305158985,0.39652124185524246,0.5941619879584221,average,Sleep,"
How much sleep young people get"
physical_score,259.0,30.0,North Devon 011,582.0,20.0,245.0,38.13479378364181,206.8652062163582,283.13479378364184,average,Physical activity,"
How physically active young people are"
free_like_score,3.0625,32.0,North Devon 011,653.0,20.0,3.0168453292496173,0.25103186372647596,2.7658134655231414,3.2678771929760932,average,Free time,"
How often young people can do things that they like in their free time"
media_score,4.4411764705882355,34.0,North Devon 011,673.0,20.0,4.078751857355126,0.5014300921162455,3.5773217652388807,4.580181949471371,average,Social media use,"
How much time young people spend on social media"
places_score,2.515151515151515,33.0,North Devon 011,664.0,20.0,2.483433734939759,0.16687277202675707,2.316560962913002,2.650306506966516,average,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.2083333333333335,30.0,North Devon 011,562.0,20.0,2.4813167259786475,0.1957423260099232,2.2855743999687244,2.6770590519885706,below,NULL,NULL
home_talk_score,2.3620689655172415,29.0,North Devon 011,585.0,20.0,2.5547008547008545,0.14688774811201868,2.407813106588836,2.701588602812873,below,NULL,NULL
peer_talk_score,2.892857142857143,28.0,North Devon 011,602.0,20.0,2.5336378737541527,0.20968759244042917,2.3239502813137234,2.743325466194582,above,NULL,NULL
talk_score,7.190476190476191,21.0,North Devon 011,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,average,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.03448275862069,29.0,North Devon 011,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,average,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,2.7333333333333334,30.0,North Devon 011,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,below,School connection,"
Feelings of belonging at school"
staff_relationship_score,12.1,30.0,North Devon 011,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,average,Support from staff,"
The support received from adults at school"
home_relationship_score,12.592592592592593,27.0,North Devon 011,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,average,Support from parents/carers,"
The support received from adults at home"
home_happy_score,5.241379310344827,29.0,North Devon 011,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,15.38888888888889,18.0,North Devon 011,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,average,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0,34.0,North Devon 011,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.28125,32.0,North Devon 011,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.2727272727272727,22.0,North Devon 011,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,below,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,8.65625,16.0,North Devon 011,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,above,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.3225806451612905,31.0,North Devon 011,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,average,Climate change,"
Worries regarding climate change"
social_score,10.863636363636363,22.0,North Devon 011,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,below,Support from friends,"
The support young people receive from their peers"
bully_score,7.9393939393939394,33.0,North Devon 011,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,above,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,16.4375,16.0,North Devon 012,426.0,20.0,17.85211267605634,0.7240076318941591,17.12810504416218,18.5761203079505,below,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,4.333333333333333,24.0,North Devon 012,617.0,20.0,4.946515397082658,0.47982855277608544,4.466686844306572,5.426343949858744,below,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,12.625,24.0,North Devon 012,622.0,20.0,12.069131832797428,0.44645863215727216,11.622673200640156,12.5155904649547,above,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,19.9,20.0,North Devon 012,466.0,20.0,21.006437768240342,0.939871527800999,20.066566240439343,21.946309296041342,below,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,11.8,15.0,North Devon 012,391.0,19.0,12.741687979539641,0.5879381239360536,12.153749855603587,13.329626103475695,below,Self-esteem,"
How much young people value themselves"
stress_score,8.0,22.0,North Devon 012,539.0,20.0,7.836734693877551,0.5523650392820009,7.28436965459555,8.389099733159552,average,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,4.777777777777778,27.0,North Devon 012,622.0,20.0,4.963022508038585,0.5967010225969469,4.366321485441638,5.559723530635532,average,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,9.214285714285714,14.0,North Devon 012,385.0,20.0,9.774025974025975,0.5763487880119827,9.197677186013992,10.350374762037957,average,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,2.96,25.0,North Devon 012,669.0,20.0,3.0642750373692076,0.30486940665176476,2.759405630717443,3.3691444440209724,average,Loneliness,"
How often young people feel lonely"
support_score,4.884615384615385,26.0,North Devon 012,622.0,20.0,4.863344051446945,0.2824933524489921,4.580850698997953,5.145837403895937,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.38461538461538464,26.0,North Devon 012,644.0,20.0,0.4953416149068323,0.09882037305158985,0.39652124185524246,0.5941619879584221,below,Sleep,"
How much sleep young people get"
physical_score,290.0,18.0,North Devon 012,582.0,20.0,245.0,38.13479378364181,206.8652062163582,283.13479378364184,above,Physical activity,"
How physically active young people are"
free_like_score,2.962962962962963,27.0,North Devon 012,653.0,20.0,3.0168453292496173,0.25103186372647596,2.7658134655231414,3.2678771929760932,average,Free time,"
How often young people can do things that they like in their free time"
media_score,4.481481481481482,27.0,North Devon 012,673.0,20.0,4.078751857355126,0.5014300921162455,3.5773217652388807,4.580181949471371,average,Social media use,"
How much time young people spend on social media"
places_score,2.730769230769231,26.0,North Devon 012,664.0,20.0,2.483433734939759,0.16687277202675707,2.316560962913002,2.650306506966516,above,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,2.4545454545454546,22.0,North Devon 012,562.0,20.0,2.4813167259786475,0.1957423260099232,2.2855743999687244,2.6770590519885706,average,NULL,NULL
home_talk_score,2.52,25.0,North Devon 012,585.0,20.0,2.5547008547008545,0.14688774811201868,2.407813106588836,2.701588602812873,average,NULL,NULL
peer_talk_score,2.125,26.0,North Devon 012,602.0,20.0,2.5336378737541527,0.20968759244042917,2.3239502813137234,2.743325466194582,below,NULL,NULL
talk_score,6.892857142857143,21.0,North Devon 012,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,below,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,10.0,25.0,North Devon 012,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,average,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,3.0,23.0,North Devon 012,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,average,School connection,"
Feelings of belonging at school"
staff_relationship_score,11.571428571428571,21.0,North Devon 012,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,average,Support from staff,"
The support received from adults at school"
home_relationship_score,11.4375,16.0,North Devon 012,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,average,Support from parents/carers,"
The support received from adults at home"
home_happy_score,4.9523809523809526,21.0,North Devon 012,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,average,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,14.119047619047612,14.0,North Devon 012,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,below,Local environment,"
How young people feel regarding the area where they live"
discrim_score,1.0,27.0,North Devon 012,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,average,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,2.28,25.0,North Devon 012,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,average,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,0.3684210526315789,19.0,North Devon 012,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,average,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,NULL,NULL,North Devon 012,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,nan,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,2.4615384615384617,26.0,North Devon 012,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,average,Climate change,"
Worries regarding climate change"
social_score,12.058823529411764,17.0,North Devon 012,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,average,Support from friends,"
The support young people receive from their peers"
bully_score,7.296296296296297,27.0,North Devon 012,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,average,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,NULL,NULL,North Devon 013,426.0,20.0,17.85211267605634,0.7240076318941591,17.12810504416218,18.5761203079505,nan,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,NULL,NULL,North Devon 013,617.0,20.0,4.946515397082658,0.47982855277608544,4.466686844306572,5.426343949858744,nan,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,NULL,NULL,North Devon 013,622.0,20.0,12.069131832797428,0.44645863215727216,11.622673200640156,12.5155904649547,nan,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,NULL,NULL,North Devon 013,466.0,20.0,21.006437768240342,0.939871527800999,20.066566240439343,21.946309296041342,nan,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,NULL,NULL,North Devon 013,391.0,19.0,12.741687979539641,0.5879381239360536,12.153749855603587,13.329626103475695,nan,Self-esteem,"
How much young people value themselves"
stress_score,NULL,NULL,North Devon 013,539.0,20.0,7.836734693877551,0.5523650392820009,7.28436965459555,8.389099733159552,nan,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,NULL,NULL,North Devon 013,622.0,20.0,4.963022508038585,0.5967010225969469,4.366321485441638,5.559723530635532,nan,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,NULL,NULL,North Devon 013,385.0,20.0,9.774025974025975,0.5763487880119827,9.197677186013992,10.350374762037957,nan,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,NULL,NULL,North Devon 013,669.0,20.0,3.0642750373692076,0.30486940665176476,2.759405630717443,3.3691444440209724,nan,Loneliness,"
How often young people feel lonely"
support_score,NULL,NULL,North Devon 013,622.0,20.0,4.863344051446945,0.2824933524489921,4.580850698997953,5.145837403895937,nan,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,NULL,NULL,North Devon 013,644.0,20.0,0.4953416149068323,0.09882037305158985,0.39652124185524246,0.5941619879584221,nan,Sleep,"
How much sleep young people get"
physical_score,NULL,NULL,North Devon 013,582.0,20.0,245.0,38.13479378364181,206.8652062163582,283.13479378364184,nan,Physical activity,"
How physically active young people are"
free_like_score,NULL,NULL,North Devon 013,653.0,20.0,3.0168453292496173,0.25103186372647596,2.7658134655231414,3.2678771929760932,nan,Free time,"
How often young people can do things that they like in their free time"
media_score,NULL,NULL,North Devon 013,673.0,20.0,4.078751857355126,0.5014300921162455,3.5773217652388807,4.580181949471371,nan,Social media use,"
How much time young people spend on social media"
places_score,NULL,NULL,North Devon 013,664.0,20.0,2.483433734939759,0.16687277202675707,2.316560962913002,2.650306506966516,nan,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,NULL,NULL,North Devon 013,562.0,20.0,2.4813167259786475,0.1957423260099232,2.2855743999687244,2.6770590519885706,nan,NULL,NULL
home_talk_score,NULL,NULL,North Devon 013,585.0,20.0,2.5547008547008545,0.14688774811201868,2.407813106588836,2.701588602812873,nan,NULL,NULL
peer_talk_score,NULL,NULL,North Devon 013,602.0,20.0,2.5336378737541527,0.20968759244042917,2.3239502813137234,2.743325466194582,nan,NULL,NULL
talk_score,NULL,NULL,North Devon 013,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,nan,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,NULL,NULL,North Devon 013,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,nan,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,NULL,NULL,North Devon 013,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,nan,School connection,"
Feelings of belonging at school"
staff_relationship_score,NULL,NULL,North Devon 013,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,nan,Support from staff,"
The support received from adults at school"
home_relationship_score,NULL,NULL,North Devon 013,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,nan,Support from parents/carers,"
The support received from adults at home"
home_happy_score,NULL,NULL,North Devon 013,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,nan,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,NULL,NULL,North Devon 013,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,nan,Local environment,"
How young people feel regarding the area where they live"
discrim_score,NULL,NULL,North Devon 013,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,nan,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,NULL,NULL,North Devon 013,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,nan,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,NULL,NULL,North Devon 013,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,nan,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,NULL,NULL,North Devon 013,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,nan,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,NULL,NULL,North Devon 013,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,nan,Climate change,"
Worries regarding climate change"
social_score,NULL,NULL,North Devon 013,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,nan,Support from friends,"
The support young people receive from their peers"
bully_score,NULL,NULL,North Devon 013,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,nan,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,NULL,NULL,North Devon 014,426.0,20.0,17.85211267605634,0.7240076318941591,17.12810504416218,18.5761203079505,nan,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,NULL,NULL,North Devon 014,617.0,20.0,4.946515397082658,0.47982855277608544,4.466686844306572,5.426343949858744,nan,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,NULL,NULL,North Devon 014,622.0,20.0,12.069131832797428,0.44645863215727216,11.622673200640156,12.5155904649547,nan,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,NULL,NULL,North Devon 014,466.0,20.0,21.006437768240342,0.939871527800999,20.066566240439343,21.946309296041342,nan,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,NULL,NULL,North Devon 014,391.0,19.0,12.741687979539641,0.5879381239360536,12.153749855603587,13.329626103475695,nan,Self-esteem,"
How much young people value themselves"
stress_score,NULL,NULL,North Devon 014,539.0,20.0,7.836734693877551,0.5523650392820009,7.28436965459555,8.389099733159552,nan,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,NULL,NULL,North Devon 014,622.0,20.0,4.963022508038585,0.5967010225969469,4.366321485441638,5.559723530635532,nan,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,NULL,NULL,North Devon 014,385.0,20.0,9.774025974025975,0.5763487880119827,9.197677186013992,10.350374762037957,nan,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,NULL,NULL,North Devon 014,669.0,20.0,3.0642750373692076,0.30486940665176476,2.759405630717443,3.3691444440209724,nan,Loneliness,"
How often young people feel lonely"
support_score,NULL,NULL,North Devon 014,622.0,20.0,4.863344051446945,0.2824933524489921,4.580850698997953,5.145837403895937,nan,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,NULL,NULL,North Devon 014,644.0,20.0,0.4953416149068323,0.09882037305158985,0.39652124185524246,0.5941619879584221,nan,Sleep,"
How much sleep young people get"
physical_score,NULL,NULL,North Devon 014,582.0,20.0,245.0,38.13479378364181,206.8652062163582,283.13479378364184,nan,Physical activity,"
How physically active young people are"
free_like_score,NULL,NULL,North Devon 014,653.0,20.0,3.0168453292496173,0.25103186372647596,2.7658134655231414,3.2678771929760932,nan,Free time,"
How often young people can do things that they like in their free time"
media_score,NULL,NULL,North Devon 014,673.0,20.0,4.078751857355126,0.5014300921162455,3.5773217652388807,4.580181949471371,nan,Social media use,"
How much time young people spend on social media"
places_score,NULL,NULL,North Devon 014,664.0,20.0,2.483433734939759,0.16687277202675707,2.316560962913002,2.650306506966516,nan,Places to go and things to do,"
Whether young people feel there are places to go and things to do in their
free time"
staff_talk_score,NULL,NULL,North Devon 014,562.0,20.0,2.4813167259786475,0.1957423260099232,2.2855743999687244,2.6770590519885706,nan,NULL,NULL
home_talk_score,NULL,NULL,North Devon 014,585.0,20.0,2.5547008547008545,0.14688774811201868,2.407813106588836,2.701588602812873,nan,NULL,NULL
peer_talk_score,NULL,NULL,North Devon 014,602.0,20.0,2.5336378737541527,0.20968759244042917,2.3239502813137234,2.743325466194582,nan,NULL,NULL
talk_score,NULL,NULL,North Devon 014,428.0,20.0,7.533878504672897,0.4005224423593017,7.133356062313595,7.934400947032199,nan,Talking about feelings,"
How positively/negatively young people feel about talking with others about
feeling down"
accept_score,NULL,NULL,North Devon 014,582.0,20.0,10.082474226804123,0.4186347178635218,9.663839508940601,10.501108944667646,nan,Acceptance,"
Whether young people feel accepted by different groups of people in their
life"
school_belong_score,NULL,NULL,North Devon 014,599.0,20.0,2.954924874791319,0.1983886196098084,2.7565362551815107,3.1533134944011274,nan,School connection,"
Feelings of belonging at school"
staff_relationship_score,NULL,NULL,North Devon 014,575.0,20.0,12.027826086956521,0.5570880606232873,11.470738026333233,12.58491414757981,nan,Support from staff,"
The support received from adults at school"
home_relationship_score,NULL,NULL,North Devon 014,515.0,20.0,12.062135922330096,0.7690831882903442,11.293052734039753,12.83121911062044,nan,Support from parents/carers,"
The support received from adults at home"
home_happy_score,NULL,NULL,North Devon 014,604.0,20.0,4.940397350993377,0.7549267302738673,4.18547062071951,5.695324081267245,nan,Home environment,"
Young people's feelings regarding the home that they live in"
local_env_score,NULL,NULL,North Devon 014,355.0,20.0,14.885446009389671,0.7627055365027211,14.12274047288695,15.648151545892393,nan,Local environment,"
How young people feel regarding the area where they live"
discrim_score,NULL,NULL,North Devon 014,678.0,20.0,1.0147492625368733,0.020541714106175567,0.9942075484306977,1.035290976643049,nan,Discrimination,"
Whether young people feel discriminated against"
belong_local_score,NULL,NULL,North Devon 014,625.0,20.0,2.3456,0.19026053738039997,2.1553394626196,2.5358605373804,nan,Local connection,"
Young people's feelings of belonging in their local area"
wealth_score,NULL,NULL,North Devon 014,476.0,20.0,0.35714285714285715,0.07913462942572096,0.2780082277171362,0.4362774865685781,nan,Relative wealth,"
Whether young people feel their family is richer, poorer or the same as their
friends"
future_score,NULL,NULL,North Devon 014,222.0,15.0,7.506756756756757,0.5563465223681503,6.950410234388607,8.063103279124908,nan,Future opportunities,"
How young people feel regarding the future options for work, education or
training in their local area"
climate_score,NULL,NULL,North Devon 014,655.0,20.0,2.4885496183206106,0.17827857312780837,2.310271045192802,2.666828191448419,nan,Climate change,"
Worries regarding climate change"
social_score,NULL,NULL,North Devon 014,441.0,20.0,11.884353741496598,0.4692186420598787,11.41513509943672,12.353572383556477,nan,Support from friends,"
The support young people receive from their peers"
bully_score,NULL,NULL,North Devon 014,643.0,20.0,7.514774494556765,0.3209338895886501,7.193840604968115,7.835708384145415,nan,Bullying,"
The frequency with which young people experience different types of bullying"
autonomy_score,17.541666666666668,24.0,Torridge 001,426.0,20.0,17.85211267605634,0.7240076318941591,17.12810504416218,18.5761203079505,average,Autonomy,"
How 'in control' young people feel of their life"
life_satisfaction_score,5.157894736842105,38.0,Torridge 001,617.0,20.0,4.946515397082658,0.47982855277608544,4.466686844306572,5.426343949858744,average,Life satisfaction,"
How satisfied young people feel with their life"
optimism_score,11.972972972972974,37.0,Torridge 001,622.0,20.0,12.069131832797428,0.44645863215727216,11.622673200640156,12.5155904649547,average,Optimism,"
Young people's hopefulness and confidence for the future"
wellbeing_score,21.51851851851852,27.0,Torridge 001,466.0,20.0,21.006437768240342,0.939871527800999,20.066566240439343,21.946309296041342,average,Psychological wellbeing,"
How positive and generally happy young people feel regarding their life"
esteem_score,12.666666666666666,18.0,Torridge 001,391.0,19.0,12.741687979539641,0.5879381239360536,12.153749855603587,13.329626103475695,average,Self-esteem,"
How much young people value themselves"
stress_score,8.764705882352942,34.0,Torridge 001,539.0,20.0,7.836734693877551,0.5523650392820009,7.28436965459555,8.389099733159552,above,Stress and coping,"
Managing stress levels and coping with difficulties"
appearance_score,4.894736842105263,38.0,Torridge 001,622.0,20.0,4.963022508038585,0.5967010225969469,4.366321485441638,5.559723530635532,average,Feelings around appearance,"
Young people's feelings around the way that they look"
negative_score,9.333333333333334,24.0,Torridge 001,385.0,20.0,9.774025974025975,0.5763487880119827,9.197677186013992,10.350374762037957,average,Negative affect,"
The frequency with which young people experience emotional difficulties"
lonely_score,2.926829268292683,41.0,Torridge 001,669.0,20.0,3.0642750373692076,0.30486940665176476,2.759405630717443,3.3691444440209724,average,Loneliness,"
How often young people feel lonely"
support_score,4.641025641025641,39.0,Torridge 001,622.0,20.0,4.863344051446945,0.2824933524489921,4.580850698997953,5.145837403895937,average,Supporting own wellbeing,"
Young people's knowledge on supporting themselves and looking for advice"
sleep_score,0.5,38.0,Torridge 001,644.0,20.0,0.4953416149068323,0.09882037305158985,0.39652124185524246,0.5941619879584221,average,Sleep,"
How much sleep young people get"
physical_score,295.8333333333333,36.0,Torridge 001,582.0,20.0,245.0,38.13479378364181,206.8652062163582,283.13479378364184,above,Physical activity,"
How physically active young people are"
free_like_score,3.3076923076923075,39.0,Torridge 001,653.0,20.0,3.0168453292496173,0.25103186372647596,2.7658134655231414,3.2678771929760932,above,Free time,"
How often young people can do things that they like in their free time"
